,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
22,Hotel AMO by AMANO Friedrichstraße,https://www.booking.com/hotel/de/amo-by-amano.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=473190002_341548365_0_1_0_244972&highlighted_blocks=473190002_341548365_0_1_0_244972&matching_block_id=473190002_341548365_0_1_0_244972&sr_pri_blocks=473190002_341548365_0_1_0_244972_79170&from_sustainable_property_sr=1&from=searchresults,€,792,1.3,8.3,4893,Yes,No,Habitación Doble Estándar,Yes,Yes,Yes,Yes,Yes,9.4,No
23,Hotel MANI by AMANO,https://www.booking.com/hotel/de/mani.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=32870201_341549379_2_1_0_244944&highlighted_blocks=32870201_341549379_2_1_0_244944&matching_block_id=32870201_341549379_2_1_0_244944&sr_pri_blocks=32870201_341549379_2_1_0_244944_76545&from_sustainable_property_sr=1&from=searchresults,€,765,2.1,8.2,2298,Yes,Yes,Habitación Doble,Yes,Yes,Yes,Yes,Yes,9.3,No
24,Hotel Aquino Berlin,https://www.booking.com/hotel/de/aquino-tagungszentrum.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=4558603_322805157_2_1_0&highlighted_blocks=4558603_322805157_2_1_0&matching_block_id=4558603_322805157_2_1_0&sr_pri_blocks=4558603_322805157_2_1_0__89040&from_sustainable_property_sr=1&from=searchresults,€,890,1.4,8.5,3176,Yes,No,Habitación Doble,Yes,No,Yes,Yes,Yes,,No
25,Living Hotel Berlin Mitte,https://www.booking.com/hotel/de/derag-livinghotel-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6019641_377736348_2_1_0&highlighted_blocks=6019641_377736348_2_1_0&matching_block_id=6019641_377736348_2_1_0&sr_pri_blocks=6019641_377736348_2_1_0__79590&from_sustainable_property_sr=1&from=searchresults,€,796,2.2,8.2,1466,Yes,Yes,Habitación Doble Deluxe,Yes,No,Yes,Yes,Yes,,No
26,Grimm's Berlin Mitte,https://www.booking.com/hotel/de/grimm-s.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=26475702_374108127_2_1_0_264046&highlighted_blocks=26475702_374108127_2_1_0_264046&matching_block_id=26475702_374108127_2_1_0_264046&sr_pri_blocks=26475702_374108127_2_1_0_264046_79380&from_sustainable_property_sr=1&from=searchresults,€,794,2.1,8.5,3214,Yes,No,Habitación Doble,Yes,No,Yes,Yes,Yes,,No
27,Grimm's Potsdamer Platz,https://www.booking.com/hotel/de/grimms-am-potsdamer-platz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=139821102_374108186_2_1_0_264048&highlighted_blocks=139821102_374108186_2_1_0_264048&matching_block_id=139821102_374108186_2_1_0_264048&sr_pri_blocks=139821102_374108186_2_1_0_264048_116550&from_sustainable_property_sr=1&from=searchresults,€,1166,1.5,8.8,8636,Yes,No,Habitación Doble - 2 camas,No,Yes,Yes,Yes,Yes,,No
28,Eurostars Berlin,https://www.booking.com/hotel/de/eurostars-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=27706002_391701458_2_1_0&highlighted_blocks=27706002_391701458_2_1_0&matching_block_id=27706002_391701458_2_1_0&sr_pri_blocks=27706002_391701458_2_1_0__105400&from_sustainable_property_sr=1&from=searchresults,€,1054,0.9,8.1,6188,Yes,Yes,Habitación Doble Superior,Yes,Yes,Yes,Yes,Yes,9.3,No
29,The Mandala Suites,https://www.booking.com/hotel/de/the-mandala-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6572705_376712138_2_1_0_73036&highlighted_blocks=6572705_376712138_2_1_0_73036&matching_block_id=6572705_376712138_2_1_0_73036&sr_pri_blocks=6572705_376712138_2_1_0_73036_117300&from_sustainable_property_sr=1&from=searchresults,€,1173,1.0,9.0,1766,Yes,No,Suite Management,Yes,No,Yes,Yes,No,9.7,No
30,Artim Hotel,https://www.booking.com/hotel/de/hotelartim.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6074302_204468489_0_1_0_560125&highlighted_blocks=6074302_204468489_0_1_0_560125&matching_block_id=6074302_204468489_0_1_0_560125&sr_pri_blocks=6074302_204468489_0_1_0_560125_62580&from_sustainable_property_sr=1&from=searchresults,€,626,2.9,7.7,3529,Yes,No,Habitación Doble Estándar,Yes,No,Yes,Yes,Yes,,No
31,Steigenberger Hotel Am Kanzleramt,https://www.booking.com/hotel/de/steigenberger-am-kanzleramt.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=100481503_204551786_2_1_0_118709&highlighted_blocks=100481503_204551786_2_1_0_118709&matching_block_id=100481503_204551786_2_1_0_118709&sr_pri_blocks=100481503_204551786_2_1_0_118709_135095&from_sustainable_property_sr=1&from=searchresults,€,1351,1.0,8.7,8007,Yes,Yes,Habitación Doble Deluxe,Yes,Yes,Yes,Yes,Yes,9.0,No
32,Rocco Forte Hotel De Rome,https://www.booking.com/hotel/de/rocco-forte-de-rome.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6452703_118086893_2_1_0&highlighted_blocks=6452703_118086893_2_1_0&matching_block_id=6452703_118086893_2_1_0&sr_pri_blocks=6452703_118086893_2_1_0__198083&from_sustainable_property_sr=1&from=searchresults,€,1981,1.2,8.5,355,Yes,Yes,Habitación Doble Clásica - 1 o 2 camas,Yes,No,Yes,Yes,Yes,9.6,No
33,The Mandala Hotel,https://www.booking.com/hotel/de/the-mandala.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6339204_360937664_2_1_0_72287&highlighted_blocks=6339204_360937664_2_1_0_72287&matching_block_id=6339204_360937664_2_1_0_72287&sr_pri_blocks=6339204_360937664_2_1_0_72287_141100&from_sustainable_property_sr=1&from=searchresults,€,1411,0.8,9.0,1883,Yes,Yes,Suite Management con balcón,Yes,No,Yes,Yes,No,9.5,No
34,NH Collection Berlin Mitte am Checkpoint Charlie,https://www.booking.com/hotel/de/nhberlinmitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6057022_398814850_0_1_0&highlighted_blocks=6057022_398814850_0_1_0&matching_block_id=6057022_398814850_0_1_0&sr_pri_blocks=6057022_398814850_0_1_0__94133&from_sustainable_property_sr=1&from=searchresults,€,941,1.0,8.4,9022,Yes,Yes,Habitación Doble Premium - 1 o 2 camas,No,No,No,No,No,9.3,No
35,Air in Berlin,https://www.booking.com/hotel/de/airinberlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6081402_387675934_0_1_0&highlighted_blocks=6081402_387675934_0_1_0&matching_block_id=6081402_387675934_0_1_0&sr_pri_blocks=6081402_387675934_0_1_0__64800&from_sustainable_property_sr=1&from=searchresults,€,648,2.7,7.7,1006,Yes,No,Habitación Doble Estándar,Yes,No,Yes,Yes,No,,No
36,Leonardo Hotel Berlin Mitte,https://www.booking.com/hotel/de/leonardo-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=107932701_91476622_0_1_0&highlighted_blocks=107932701_91476622_0_1_0&matching_block_id=107932701_91476622_0_1_0&sr_pri_blocks=107932701_91476622_0_1_0__82215&from_sustainable_property_sr=1&from=searchresults,€,822,0.9,8.3,14925,Yes,Yes,Habitación Confort,Yes,Yes,No,No,No,9.6,No
37,ARCOTEL John F Berlin,https://www.booking.com/hotel/de/john-f.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=2794804_97056222_0_1_0_249893&highlighted_blocks=2794804_97056222_0_1_0_249893&matching_block_id=2794804_97056222_0_1_0_249893&sr_pri_blocks=2794804_97056222_0_1_0_249893_70345&from_sustainable_property_sr=1&from=searchresults,€,703,1.4,8.3,6003,Yes,Yes,Habitación Doble Superior,No,Yes,No,No,No,9.5,No
38,Capri by Fraser Berlin,https://www.booking.com/hotel/de/capri-by-fraser-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=227423401_99311562_2_1_0&highlighted_blocks=227423401_99311562_2_1_0&matching_block_id=227423401_99311562_2_1_0&sr_pri_blocks=227423401_99311562_2_1_0__77070&from_sustainable_property_sr=1&from=searchresults,€,771,1.8,8.7,2996,Yes,No,Estudio Deluxe,Yes,No,No,No,No,9.3,No
39,TITANIC Comfort Kurfürstendamm,https://www.booking.com/hotel/de/titanic-comfort-kurfurstendamm.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=723464302_309903092_2_1_0&highlighted_blocks=723464302_309903092_2_1_0&matching_block_id=723464302_309903092_2_1_0&sr_pri_blocks=723464302_309903092_2_1_0__55194&from_sustainable_property_sr=1&from=searchresults,€,552,2.6,8.1,6608,Yes,Yes,Habitación Doble Estándar - 2 camas ,No,Yes,No,No,No,,No
40,Scandic Berlin Potsdamer Platz,https://www.booking.com/hotel/de/scandic-berlin-potsdamer-platz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=23731002_91468240_2_1_0_664461&highlighted_blocks=23731002_91468240_2_1_0_664461&matching_block_id=23731002_91468240_2_1_0_664461&sr_pri_blocks=23731002_91468240_2_1_0_664461_69300&from_sustainable_property_sr=1&from=searchresults,€,693,1.3,8.2,14857,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
41,ARCOTEL Velvet Berlin,https://www.booking.com/hotel/de/arcotelvelvet.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6089105_97056225_0_1_0_249891&highlighted_blocks=6089105_97056225_0_1_0_249891&matching_block_id=6089105_97056225_0_1_0_249891&sr_pri_blocks=6089105_97056225_0_1_0_249891_67043&from_sustainable_property_sr=1&from=searchresults,€,670,1.3,8.0,3987,Yes,Yes,Habitación Doble Superior - 1 o 2 camas,Yes,No,No,No,No,9.3,No
42,TITANIC Comfort Mitte,https://www.booking.com/hotel/de/titanic-comfort-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=28986901_91471340_2_1_0&highlighted_blocks=28986901_91471340_2_1_0&matching_block_id=28986901_91471340_2_1_0&sr_pri_blocks=28986901_91471340_2_1_0__65296&from_sustainable_property_sr=1&from=searchresults,€,653,2.0,7.9,8797,Yes,Yes,Habitación Doble Estándar,Yes,No,No,No,No,,No
43,"Crowne Plaza Berlin - Potsdamer Platz, an IHG Hotel",https://www.booking.com/hotel/de/crowne-plaza-berlin-potsdamer.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=37192834_376233901_2_1_0&highlighted_blocks=37192834_376233901_2_1_0&matching_block_id=37192834_376233901_2_1_0&sr_pri_blocks=37192834_376233901_2_1_0__72870&from_sustainable_property_sr=1&from=searchresults,€,729,1.7,8.5,4552,Yes,Yes,Habitación Doble Estándar - 2 camas ,No,Yes,No,No,No,9.1,No
44,Hotel Palace Berlin,https://www.booking.com/hotel/de/hotelpalace.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6041415_91903876_2_1_0&highlighted_blocks=6041415_91903876_2_1_0&matching_block_id=6041415_91903876_2_1_0&sr_pri_blocks=6041415_91903876_2_1_0__86856&from_sustainable_property_sr=1&from=searchresults,€,869,2.8,8.8,4162,Yes,No,Habitación Doble Business,Yes,No,No,No,No,9.5,No
