,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
68,TITANIC Gendarmenmarkt Berlin,https://www.booking.com/hotel/de/titanic-gendarmenmarkt-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=127852203_91476954_2_1_0&highlighted_blocks=127852203_91476954_2_1_0&matching_block_id=127852203_91476954_2_1_0&sr_pri_blocks=127852203_91476954_2_1_0__131600&from_sustainable_property_sr=1&from=searchresults,€,1316,1.2,8.6,7012,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,9.5,No
69,"art'otel berlin mitte, Powered by Radisson Hotels",https://www.booking.com/hotel/de/artotelberlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6034517_338447169_0_1_0&highlighted_blocks=6034517_338447169_0_1_0&matching_block_id=6034517_338447169_0_1_0&sr_pri_blocks=6034517_338447169_0_1_0__104055&from_sustainable_property_sr=1&from=searchresults,€,1041,2.3,8.5,3079,Yes,Yes,Habitación Art con vistas al patio,Yes,Yes,No,No,No,,No
70,Hilton Berlin,https://www.booking.com/hotel/de/hilton-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6417516_338448107_2_1_0&highlighted_blocks=6417516_338448107_2_1_0&matching_block_id=6417516_338448107_2_1_0&sr_pri_blocks=6417516_338448107_2_1_0__107731&from_sustainable_property_sr=1&from=searchresults,€,1077,1.2,7.7,3123,Yes,Yes,Habitación con cama extragrande.,Yes,No,No,No,No,9.3,No
71,SO/ Berlin Das Stue,https://www.booking.com/hotel/de/das-stue.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=44579512_95493598_2_1_0&highlighted_blocks=44579512_95493598_2_1_0&matching_block_id=44579512_95493598_2_1_0&sr_pri_blocks=44579512_95493598_2_1_0__159311&from_sustainable_property_sr=1&from=searchresults,€,1593,2.2,8.7,441,Yes,No,Habitación SO Stue con cama extragrande y vistas,Yes,No,No,No,No,,No
72,Axel Hotel Berlin - Adults Only,https://www.booking.com/hotel/de/axel-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=2199704_95146291_0_1_0&highlighted_blocks=2199704_95146291_0_1_0&matching_block_id=2199704_95146291_0_1_0&sr_pri_blocks=2199704_95146291_0_1_0__80487&from_sustainable_property_sr=1&from=searchresults,€,805,3.0,7.3,648,Yes,No,Habitación Doble City,Yes,No,No,No,No,,No
73,Hotel BIRGIT Berlin Mitte,https://www.booking.com/hotel/de/jurineberlinmitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6106822_338447350_0_1_0_550655&highlighted_blocks=6106822_338447350_0_1_0_550655&matching_block_id=6106822_338447350_0_1_0_550655&sr_pri_blocks=6106822_338447350_0_1_0_550655_84920&from_sustainable_property_sr=1&from=searchresults,€,849,2.9,8.1,2460,Yes,No,Habitación Doble - 2 camas,No,Yes,No,No,No,,No
74,Premier Inn Berlin City Centre,https://www.booking.com/hotel/de/premier-inn-berlin-city-centre.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=1020151804_401036069_2_1_0&highlighted_blocks=1020151804_401036069_2_1_0&matching_block_id=1020151804_401036069_2_1_0&sr_pri_blocks=1020151804_401036069_2_1_0__55020&from=searchresults,€,550,2.4,8.4,515,Yes,No,Habitación Triple Estándar ,Yes,Yes,No,No,No,,No
75,JW Marriott Hotel Berlin,https://www.booking.com/hotel/de/hotel-berlin-central-district.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=6347192_379153273_0_1_0&highlighted_blocks=6347192_379153273_0_1_0&matching_block_id=6347192_379153273_0_1_0&sr_pri_blocks=6347192_379153273_0_1_0__91035&from_sustainable_property_sr=1&from=searchresults,€,910,1.3,8.5,2893,Yes,Yes,Habitación Clásica - 1 cama extragrande,Yes,No,Yes,Yes,Yes,9.1,No
76,AMERON Hotel Abion Spreebogen Berlin,https://www.booking.com/hotel/de/abion-spreebogen-waterside.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=6195523_227892937_0_1_0_561207&highlighted_blocks=6195523_227892937_0_1_0_561207&matching_block_id=6195523_227892937_0_1_0_561207&sr_pri_blocks=6195523_227892937_0_1_0_561207_94000&from_sustainable_property_sr=1&from=searchresults,€,940,2.2,8.5,7792,Yes,Yes,Habitación Ribereña con vistas al río,Yes,No,Yes,Yes,Yes,,No
77,Hotel ZOE by AMANO,https://www.booking.com/hotel/de/zoe-by-amano-group.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=161417601_341548675_0_1_0_244964&highlighted_blocks=161417601_341548675_0_1_0_244964&matching_block_id=161417601_341548675_0_1_0_244964&sr_pri_blocks=161417601_341548675_0_1_0_244964_83685&from_sustainable_property_sr=1&from=searchresults,€,837,1.8,8.2,4636,Yes,No,Habitación Doble,No,No,Yes,Yes,Yes,9.5,No
78,MEININGER Hotel Berlin Mitte,https://www.booking.com/hotel/de/meininger-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=24029503_120205636_0_1_0_497584&highlighted_blocks=24029503_120205636_0_1_0_497584&matching_block_id=24029503_120205636_0_1_0_497584&sr_pri_blocks=24029503_120205636_0_1_0_497584_74780&from_sustainable_property_sr=1&from=searchresults,€,748,1.4,8.0,4260,Yes,No,Habitación Triple,No,No,Yes,Yes,Yes,9.4,No
79,CALMA Berlin Mitte,https://www.booking.com/hotel/de/mitart.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=6267213_357971024_2_1_0&highlighted_blocks=6267213_357971024_2_1_0&matching_block_id=6267213_357971024_2_1_0&sr_pri_blocks=6267213_357971024_2_1_0__76545&from_sustainable_property_sr=1&from=searchresults,€,765,1.5,8.5,1917,Yes,No,Calma S,No,No,Yes,Yes,No,9.5,No
80,Hotel the YARD,https://www.booking.com/hotel/de/the-yard-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=207315703_195553254_2_1_0&highlighted_blocks=207315703_195553254_2_1_0&matching_block_id=207315703_195553254_2_1_0&sr_pri_blocks=207315703_195553254_2_1_0__84157&from_sustainable_property_sr=1&from=searchresults,€,842,2.5,8.3,1406,Yes,Yes,Habitación Doble Business de 24 m²,Yes,No,Yes,Yes,Yes,,No
81,fjord hotel berlin,https://www.booking.com/hotel/de/fjord-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=6393302_357611079_2_1_0&highlighted_blocks=6393302_357611079_2_1_0&matching_block_id=6393302_357611079_2_1_0&sr_pri_blocks=6393302_357611079_2_1_0__75705&from_sustainable_property_sr=1&from=searchresults,€,757,1.5,8.5,4167,Yes,No,Encantadora pequeña,Yes,Yes,Yes,Yes,No,9.2,No
82,URBAN LOFT Berlin,https://www.booking.com/hotel/de/ameron-gmbh-25-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=850349502_352216536_0_41_0_561443&highlighted_blocks=850349502_352216536_0_41_0_561443&matching_block_id=850349502_352216536_0_41_0_561443&sr_pri_blocks=850349502_352216536_0_41_0_561443_81270&from_sustainable_property_sr=1&from=searchresults,€,813,1.9,8.7,4333,Yes,Yes,Habitación Doble Superior,Yes,No,Yes,Yes,No,,No
83,LINDEMANN'S,https://www.booking.com/hotel/de/lindemann-s.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=18851905_357971007_2_1_0&highlighted_blocks=18851905_357971007_2_1_0&matching_block_id=18851905_357971007_2_1_0&sr_pri_blocks=18851905_357971007_2_1_0__74025&from_sustainable_property_sr=1&from=searchresults,€,740,2.7,8.4,2470,Yes,No,Habitación Quiet & Small,No,No,Yes,Yes,No,,No
84,Hotel AMANO Rooms & Apartments,https://www.booking.com/hotel/de/amano.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=2518802_341552752_0_1_0_244960&highlighted_blocks=2518802_341552752_0_1_0_244960&matching_block_id=2518802_341552752_0_1_0_244960&sr_pri_blocks=2518802_341552752_0_1_0_244960_81408&from_sustainable_property_sr=1&from=searchresults,€,814,2.2,8.3,3942,Yes,Yes,Habitación Doble,Yes,Yes,Yes,Yes,Yes,9.4,No
85,Grand Hyatt Berlin,https://www.booking.com/hotel/de/grand-hyatt-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=6929042_343784450_2_1_0&highlighted_blocks=6929042_343784450_2_1_0&matching_block_id=6929042_343784450_2_1_0&sr_pri_blocks=6929042_343784450_2_1_0__171990&from_sustainable_property_sr=1&from=searchresults,€,1720,1.0,8.8,2735,Yes,No,Habitación Doble - 2 camas,No,Yes,Yes,Yes,Yes,,No
86,Apple City Hotel,https://www.booking.com/hotel/de/apple-city.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464450&all_sr_blocks=100371503_355931839_2_1_0&highlighted_blocks=100371503_355931839_2_1_0&matching_block_id=100371503_355931839_2_1_0&sr_pri_blocks=100371503_355931839_2_1_0__58600&from_sustainable_property_sr=1&from=searchresults,€,586,2.7,7.0,2388,Yes,No,Habitación Doble - 1 o 2 camas,Yes,Yes,Yes,Yes,No,,No
87,COSMO Hotel Berlin Mitte,https://www.booking.com/hotel/de/cosmo-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=18965004_392899946_2_1_0_610344&highlighted_blocks=18965004_392899946_2_1_0_610344&matching_block_id=18965004_392899946_2_1_0_610344&sr_pri_blocks=18965004_392899946_2_1_0_610344_107200&from_sustainable_property_sr=1&from=searchresults,€,1072,1.7,8.5,2428,Yes,No,Habitación Doble Deluxe,Yes,No,Yes,Yes,No,,No
88,ABION Villa Suites,https://www.booking.com/hotel/de/abion-villa.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=7284902_0_2_1_0&highlighted_blocks=7284902_0_2_1_0&matching_block_id=7284902_0_2_1_0&sr_pri_blocks=7284902_0_2_1_0__79033&from_sustainable_property_sr=1&from=searchresults,€,790,2.2,8.6,538,Yes,No,Habitación Doble Executive,Yes,No,Yes,Yes,No,9.3,No
89,Boutique Hotel Château Royal,https://www.booking.com/hotel/de/chateau-royal-gmbh-berlin62.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=907658503_364745935_2_1_0&highlighted_blocks=907658503_364745935_2_1_0&matching_block_id=907658503_364745935_2_1_0&sr_pri_blocks=907658503_364745935_2_1_0__162750&from_sustainable_property_sr=1&from=searchresults,€,1628,0.6,8.9,867,Yes,No,Habitación Doble Deluxe,Yes,No,Yes,Yes,Yes,9.6,No
90,GINN City & Lounge Yorck Berlin,https://www.booking.com/hotel/de/ginn-city-amp-lounge-yorck-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=630092903_245681378_2_1_0&highlighted_blocks=630092903_245681378_2_1_0&matching_block_id=630092903_245681378_2_1_0&sr_pri_blocks=630092903_245681378_2_1_0__94920&from=searchresults,€,949,2.6,8.6,3276,Yes,No,Habitación Doble con balcón ,Yes,No,Yes,Yes,Yes,,No
