,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
202,Hôtel Jeanne d'Arc Le Marais,https://www.booking.com/hotel/fr/jeanne-d-39-arc-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=203&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=145018302_87261490_0_1_0&highlighted_blocks=145018302_87261490_0_1_0&matching_block_id=145018302_87261490_0_1_0&sr_pri_blocks=145018302_87261490_0_1_0__134800&from_sustainable_property_sr=1&from=searchresults,€,1348,0.9,7.8,1202,Yes,No,Habitación Doble Estándar con vistas al patio,Yes,No,No,No,No,9.5,No
203,Hôtel Brighton - Esprit de France,https://www.booking.com/hotel/fr/brighton.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=204&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=4445902_368341367_2_1_0&highlighted_blocks=4445902_368341367_2_1_0&matching_block_id=4445902_368341367_2_1_0&sr_pri_blocks=4445902_368341367_2_1_0__230770&from_sustainable_property_sr=1&from=searchresults,€,2308,1.9,8.5,1318,Yes,No,Habitación Doble Superior,Yes,No,No,No,No,9.7,No
204,Hôtel de France Gare de Lyon Bastille,https://www.booking.com/hotel/fr/grand-de-france.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=205&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=18774512_91911815_0_1_0&highlighted_blocks=18774512_91911815_0_1_0&matching_block_id=18774512_91911815_0_1_0&sr_pri_blocks=18774512_91911815_0_1_0__120300&from_sustainable_property_sr=1&from=searchresults,€,1203,1.8,8.6,3750,Yes,No,Habitación Doble Confort,Yes,No,No,No,No,9.3,No
205,Trianon Gare de Lyon,https://www.booking.com/hotel/fr/trianongaredulyon.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=206&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5091105_91458000_2_1_0&highlighted_blocks=5091105_91458000_2_1_0&matching_block_id=5091105_91458000_2_1_0&sr_pri_blocks=5091105_91458000_2_1_0__84256&from=searchresults,€,843,2.4,7.7,2209,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
206,Edouard 7 Paris Opéra,https://www.booking.com/hotel/fr/edouard.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=207&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5007504_93699167_0_1_0&highlighted_blocks=5007504_93699167_0_1_0&matching_block_id=5007504_93699167_0_1_0&sr_pri_blocks=5007504_93699167_0_1_0__214731&from_sustainable_property_sr=1&from=searchresults,€,2147,1.9,8.7,964,Yes,Yes,Habitación Superior,Yes,Yes,No,No,No,9.7,No
207,Maison Mère,https://www.booking.com/hotel/fr/maison-mere.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=208&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=633166702_247177521_0_41_0&highlighted_blocks=633166702_247177521_0_41_0&matching_block_id=633166702_247177521_0_41_0&sr_pri_blocks=633166702_247177521_0_41_0__137798&from_sustainable_property_sr=1&from=searchresults,€,1378,2.3,9.1,1086,Yes,Yes,Habitación Doble Estándar,Yes,Yes,No,No,No,9.1,No
208,Hotel OFF Paris Seine,https://www.booking.com/hotel/fr/off-paris-seine.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=209&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=184161302_91737186_0_1_0&highlighted_blocks=184161302_91737186_0_1_0&matching_block_id=184161302_91737186_0_1_0&sr_pri_blocks=184161302_91737186_0_1_0__130962&from_sustainable_property_sr=1&from=searchresults,€,1310,1.9,8.5,2584,Yes,No,Habitación Doble con vistas al muelle,Yes,No,No,No,No,,No
209,Hotel Taylor,https://www.booking.com/hotel/fr/taylor.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=210&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5922722_93701480_2_1_0&highlighted_blocks=5922722_93701480_2_1_0&matching_block_id=5922722_93701480_2_1_0&sr_pri_blocks=5922722_93701480_2_1_0__119500&from_sustainable_property_sr=1&from=searchresults,€,1195,1.5,8.7,3317,Yes,No,Habitación Duo - 2 camas,No,Yes,No,No,No,9.0,No
210,Hôtel Exquis,https://www.booking.com/hotel/fr/exquis-by-elegancia.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=211&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=145163605_87275035_0_1_0&highlighted_blocks=145163605_87275035_0_1_0&matching_block_id=145163605_87275035_0_1_0&sr_pri_blocks=145163605_87275035_0_1_0__90048&from_sustainable_property_sr=1&from=searchresults,€,900,2.2,8.5,1582,Yes,Yes,Habitación Doble Intemporelle ,Yes,No,No,No,No,,No
211,Hôtel du Sentier,https://www.booking.com/hotel/fr/du-sentier.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=212&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=682484706_278232137_2_1_0&highlighted_blocks=682484706_278232137_2_1_0&matching_block_id=682484706_278232137_2_1_0&sr_pri_blocks=682484706_278232137_2_1_0__186458&from_sustainable_property_sr=1&from=searchresults,€,1865,1.3,9.0,389,Yes,No,Double Room Superior with French Window,Yes,No,No,No,No,9.3,No
212,ibis Paris Gare De L Est 10ème,https://www.booking.com/hotel/fr/ibis-paris-gare-de-l-est-10-eme.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=213&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=65908405_98997319_2_1_0&highlighted_blocks=65908405_98997319_2_1_0&matching_block_id=65908405_98997319_2_1_0&sr_pri_blocks=65908405_98997319_2_1_0__77695&from_sustainable_property_sr=1&from=searchresults,€,777,2.1,7.4,1004,Yes,No,Habitación Doble Estándar - 2 camas ,No,Yes,No,No,No,,No
213,Hotel Phileas Lazare & Spa - Opera,https://www.booking.com/hotel/fr/phileas-hotel.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=214&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=112468812_88987450_2_1_0&highlighted_blocks=112468812_88987450_2_1_0&matching_block_id=112468812_88987450_2_1_0&sr_pri_blocks=112468812_88987450_2_1_0__147630&from_sustainable_property_sr=1&from=searchresults,€,1476,2.9,9.0,1853,Yes,No,Habitación Doble Superior - 1 o 2 camas,Yes,Yes,No,No,No,9.3,No
214,Villathena,https://www.booking.com/hotel/fr/villa-athena.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=215&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5418604_88550702_0_1_0&highlighted_blocks=5418604_88550702_0_1_0&matching_block_id=5418604_88550702_0_1_0&sr_pri_blocks=5418604_88550702_0_1_0__101481&from_sustainable_property_sr=1&from=searchresults,€,1015,2.9,8.2,1019,Yes,No,Habitación Doble Clásica - 1 o 2 camas,Yes,Yes,No,No,No,,No
215,"Holiday Inn Paris Opéra - Grands Boulevards, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-paris-opera-grands-boulevards.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=216&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=24778515_94364476_2_1_0&highlighted_blocks=24778515_94364476_2_1_0&matching_block_id=24778515_94364476_2_1_0&sr_pri_blocks=24778515_94364476_2_1_0__114345&from_sustainable_property_sr=1&from=searchresults,€,1143,1.8,8.1,1433,Yes,Yes,Habitación Estándar,Yes,Yes,No,No,No,,No
216,Hôtel Vaneau Saint Germain,https://www.booking.com/hotel/fr/vaneau-saint-germain.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=217&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5392402_91902849_2_1_0&highlighted_blocks=5392402_91902849_2_1_0&matching_block_id=5392402_91902849_2_1_0&sr_pri_blocks=5392402_91902849_2_1_0__118700&from_sustainable_property_sr=1&from=searchresults,€,1187,2.4,8.1,1660,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,,No
217,Royal Madeleine Hotel & Spa,https://www.booking.com/hotel/fr/royal-madeleine-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=218&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=379013302_120677077_0_41_0&highlighted_blocks=379013302_120677077_0_41_0&matching_block_id=379013302_120677077_0_41_0&sr_pri_blocks=379013302_120677077_0_41_0__166730&from_sustainable_property_sr=1&from=searchresults,€,1667,2.7,8.5,1888,Yes,No,Habitación Doble Clásica,Yes,Yes,No,No,No,9.3,No
218,Hôtel Alane,https://www.booking.com/hotel/fr/hotelalane.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=219&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5101102_326751781_0_1_0&highlighted_blocks=5101102_326751781_0_1_0&matching_block_id=5101102_326751781_0_1_0&sr_pri_blocks=5101102_326751781_0_1_0__76200&from_sustainable_property_sr=1&from=searchresults,€,762,2.1,7.7,1582,Yes,No,Habitación Doble,Yes,No,No,No,No,,No
219,Hotel Alhambra,https://www.booking.com/hotel/fr/alhambra-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=220&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=17214507_93711017_0_1_0&highlighted_blocks=17214507_93711017_0_1_0&matching_block_id=17214507_93711017_0_1_0&sr_pri_blocks=17214507_93711017_0_1_0__107075&from_sustainable_property_sr=1&from=searchresults,€,1071,1.5,8.0,4413,Yes,No,Habitación Doble Superior,Yes,No,No,No,No,,No
220,Le Rayz Vendome,https://www.booking.com/hotel/fr/rayz-private-suites.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=221&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=128557816_88551810_0_1_0&highlighted_blocks=128557816_88551810_0_1_0&matching_block_id=128557816_88551810_0_1_0&sr_pri_blocks=128557816_88551810_0_1_0__159830&from=searchresults,€,1598,2.0,8.5,1183,Yes,No,Habitación Superior con cama extragrande,Yes,No,No,No,No,9.5,No
221,Mercure Paris Bastille Marais,https://www.booking.com/hotel/fr/mercure-voltaire-bastille.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=222&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=25543201_94368204_2_1_0&highlighted_blocks=25543201_94368204_2_1_0&matching_block_id=25543201_94368204_2_1_0&sr_pri_blocks=25543201_94368204_2_1_0__97362&from_sustainable_property_sr=1&from=searchresults,€,974,2.1,8.0,847,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,,No
222,Le Petit Oberkampf Hotel & Spa,https://www.booking.com/hotel/fr/beaumarchais.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=223&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5499810_88550781_2_1_0&highlighted_blocks=5499810_88550781_2_1_0&matching_block_id=5499810_88550781_2_1_0&sr_pri_blocks=5499810_88550781_2_1_0__146541&from_sustainable_property_sr=1&from=searchresults,€,1465,1.4,9.0,646,Yes,No,Habitación Doble Pequeña con acceso al spa,Yes,No,No,No,No,9.4,No
223,Timhotel Palais Royal,https://www.booking.com/hotel/fr/timpalaisroyallouvre.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=224&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464385&all_sr_blocks=5071704_91457967_0_1_0&highlighted_blocks=5071704_91457967_0_1_0&matching_block_id=5071704_91457967_0_1_0&sr_pri_blocks=5071704_91457967_0_1_0__125600&from_sustainable_property_sr=1&from=searchresults,€,1256,1.4,8.0,1265,Yes,No,Habitación Doble Confort - 2 camas,No,Yes,No,No,No,9.4,No
224,Royal Saint Germain,https://www.booking.com/hotel/fr/royalsaintgermainparis.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=225&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464389&all_sr_blocks=5103712_91458021_2_1_0&highlighted_blocks=5103712_91458021_2_1_0&matching_block_id=5103712_91458021_2_1_0&sr_pri_blocks=5103712_91458021_2_1_0__119500&from_sustainable_property_sr=1&from=searchresults,€,1195,2.3,8.0,1267,Yes,Yes,Habitación Doble Confort,Yes,No,No,No,No,,No
